,min,max,default,share_group,step,code,unit,disabled,cache_error,permitted_values
number_of_industry_chp_combined_cycle_gas_power_fuelmix_present,0.0,3.274340048762613,0.0,,0.01,number_of_industry_chp_combined_cycle_gas_power_fuelmix_present,#,,,
industry_chemicals_fertilizers_burner_crude_oil_share_present,0.0,100.0,0.0,chemical_fertilizers_heat_present,0.1,industry_chemicals_fertilizers_burner_crude_oil_share_present,%,,,
industry_other_paper_burner_network_gas_share_present,0.0,100.0,0.0,other_paper_heat_present,0.1,industry_other_paper_burner_network_gas_share_present,%,,,
industry_chemicals_refineries_burner_network_gas_share_present,0.0,100.0,0.0,chemical_refineries_heat_present,0.1,industry_chemicals_refineries_burner_network_gas_share_present,%,,,
industry_chemicals_other_burner_coal_share_present,0.0,100.0,0.0,chemical_other_heat_present,0.1,industry_chemicals_other_burner_coal_share_present,%,,,
industry_final_demand_for_chemical_other_steam_hot_water_share_present,0.0,100.0,0.0,chemical_other_heat_present,0.1,industry_final_demand_for_chemical_other_steam_hot_water_share_present,%,,,
industry_other_food_burner_wood_pellets_share_present,0.0,100.0,0.0,other_food_heat_present,0.1,industry_other_food_burner_wood_pellets_share_present,%,,,
industry_other_paper_burner_crude_oil_share_present,0.0,100.0,0.0,other_paper_heat_present,0.1,industry_other_paper_burner_crude_oil_share_present,%,,,
industry_chemicals_refineries_burner_wood_pellets_share_present,0.0,100.0,0.0,chemical_refineries_heat_present,0.1,industry_chemicals_refineries_burner_wood_pellets_share_present,%,,,
industry_aluminium_production_both,0.0,250.0,100.0,,0.1,industry_aluminium_production_both,%,,,
industry_useful_demand_for_other_food_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_food_both,%,,,
number_of_industry_chp_engine_gas_power_fuelmix_present,0.0,372.2407634382761,0.0,,0.01,number_of_industry_chp_engine_gas_power_fuelmix_present,#,,,
industry_chemicals_refineries_burner_coal_share_present,0.0,100.0,0.0,chemical_refineries_heat_present,0.1,industry_chemicals_refineries_burner_coal_share_present,%,,,
industry_useful_demand_for_other_mining_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_mining_both,%,,,
industry_final_demand_for_chemical_fertilizers_steam_hot_water_share_present,0.0,100.0,0.0,chemical_fertilizers_heat_present,0.1,industry_final_demand_for_chemical_fertilizers_steam_hot_water_share_present,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_wood_pellets_non_energetic_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_wood_pellets_non_energetic_both,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_network_gas_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_network_gas_both,%,,,
industry_useful_demand_for_chemical_aggregated_industry_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_chemical_aggregated_industry_both,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_coal_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_coal_both,%,,,
industry_useful_demand_for_chemical_refineries_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_chemical_refineries_both,%,,,
industry_useful_demand_for_other_aggregated_industry_other_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_other_both,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_wood_pellets_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_wood_pellets_both,%,,,
industry_other_food_burner_crude_oil_share_present,0.0,100.0,0.0,other_food_heat_present,0.1,industry_other_food_burner_crude_oil_share_present,%,,,
industry_chemicals_fertilizers_burner_network_gas_share_present,0.0,100.0,0.0,chemical_fertilizers_heat_present,0.1,industry_chemicals_fertilizers_burner_network_gas_share_present,%,,,
industry_chemicals_other_burner_wood_pellets_share_present,0.0,100.0,0.0,chemical_other_heat_present,0.1,industry_chemicals_other_burner_wood_pellets_share_present,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_coal_non_energetic_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_coal_non_energetic_both,%,,,
industry_useful_demand_for_other_wood_products_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_wood_products_both,%,,,
industry_useful_demand_for_other_paper_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_paper_both,%,,,
industry_useful_demand_for_other_construction_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_construction_both,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_crude_oil_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_crude_oil_both,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_electricity_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_electricity_both,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_crude_oil_non_energetic_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_crude_oil_non_energetic_both,%,,,
industry_useful_demand_for_chemical_other_coal_non_energetic_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_chemical_other_coal_non_energetic_both,%,,,
industry_useful_demand_for_chemical_other_electricity_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_chemical_other_electricity_both,%,,,
industry_final_demand_for_other_food_steam_hot_water_share_present,0.0,100.0,0.0,other_food_heat_present,0.1,industry_final_demand_for_other_food_steam_hot_water_share_present,%,,,
industry_useful_demand_for_other_textile_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_textile_both,%,,,
industry_other_food_burner_coal_share_present,0.0,100.0,0.0,other_food_heat_present,0.1,industry_other_food_burner_coal_share_present,%,,,
industry_other_food_heater_electricity_share_present,0.0,100.0,0.0,other_food_heat_present,0.1,industry_other_food_heater_electricity_share_present,%,,,
industry_chemicals_refineries_burner_crude_oil_share_present,0.0,100.0,0.0,chemical_refineries_heat_present,0.1,industry_chemicals_refineries_burner_crude_oil_share_present,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_network_gas_non_energetic_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_network_gas_non_energetic_both,%,,,
industry_other_paper_burner_wood_pellets_share_present,0.0,100.0,0.0,other_paper_heat_present,0.1,industry_other_paper_burner_wood_pellets_share_present,%,,,
industry_chemicals_other_heatpump_water_water_electricity_share_present,0.0,100.0,0.0,chemical_other_heat_present,0.1,industry_chemicals_other_heatpump_water_water_electricity_share_present,%,,,
number_of_industry_chp_turbine_gas_power_fuelmix_present,0.0,8.731573463366969,0.0,,0.01,number_of_industry_chp_turbine_gas_power_fuelmix_present,#,,,
industry_other_metals_production_both,0.0,250.0,100.0,,0.1,industry_other_metals_production_both,%,,,
industry_useful_demand_for_chemical_other_network_gas_non_energetic_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_chemical_other_network_gas_non_energetic_both,%,,,
industry_useful_demand_for_other_aggregated_industry_nl_useable_heat_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_aggregated_industry_nl_useable_heat_both,%,,,
industry_steel_production_both,0.0,250.0,100.0,,0.1,industry_steel_production_both,%,,,
industry_useful_demand_for_other_non_specified_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_non_specified_both,%,,,
industry_other_paper_heater_electricity_share_present,0.0,100.0,0.0,other_paper_heat_present,0.1,industry_other_paper_heater_electricity_share_present,%,,,
industry_useful_demand_for_chemical_other_wood_pellets_non_energetic_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_chemical_other_wood_pellets_non_energetic_both,%,,,
households_useful_demand_lighting_both,-5.0,5.0,0.0,,0.1,households_useful_demand_lighting_both,%,,,
households_useful_demand_cooking_per_person_both,-5.0,5.0,0.0,,0.1,households_useful_demand_cooking_per_person_both,%,,,
households_useful_demand_electric_appliances_both,-5.0,5.0,0.0,,0.1,households_useful_demand_electric_appliances_both,%,,,
households_useful_demand_heat_per_person_both,,,,,,households_useful_demand_heat_per_person_both,%,True,Non-numeric GQL value,
households_useful_demand_hot_water_both,-5.0,5.0,0.0,,0.1,households_useful_demand_hot_water_both,%,,,
households_lighting_efficient_fluorescent_electricity_share_present,0.0,100.0,46.24277456647398,lighting_households_present,0.1,households_lighting_efficient_fluorescent_electricity_share_present,%,,,
households_lighting_incandescent_electricity_share_present,0.0,100.0,47.97687861271676,lighting_households_present,0.1,households_lighting_incandescent_electricity_share_present,%,,,
households_lighting_led_electricity_share_present,0.0,100.0,5.780346820809248,lighting_households_present,0.1,households_lighting_led_electricity_share_present,%,,,
households_space_heater_network_gas_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_network_gas_share_present,%,,,
households_space_heater_district_heating_steam_hot_water_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_district_heating_steam_hot_water_share_present,%,,,
households_space_heater_hybrid_heatpump_air_water_electricity_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_hybrid_heatpump_air_water_electricity_share_present,%,,,
households_space_heater_combined_network_gas_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_combined_network_gas_share_both,%,,,
households_space_heater_coal_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_coal_share_both,%,,,
households_space_heater_wood_pellets_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_wood_pellets_share_both,%,,,
households_space_heater_heatpump_ground_water_electricity_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_heatpump_ground_water_electricity_share_both,%,,,
households_space_heater_district_heating_steam_hot_water_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_district_heating_steam_hot_water_share_both,%,,,
households_space_heater_combined_network_gas_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_combined_network_gas_share_present,%,,,
households_space_heater_crude_oil_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_crude_oil_share_present,%,,,
households_space_heater_wood_pellets_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_wood_pellets_share_present,%,,,
households_space_heater_coal_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_coal_share_present,%,,,
households_space_heater_heatpump_air_water_electricity_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_heatpump_air_water_electricity_share_both,%,,,
households_space_heater_electricity_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_electricity_share_both,%,,,
households_space_heater_hybrid_heatpump_air_water_electricity_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_hybrid_heatpump_air_water_electricity_share_both,%,,,
households_space_heater_network_gas_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_network_gas_share_both,%,,,
households_space_heater_electricity_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_electricity_share_present,%,,,
households_space_heater_heatpump_ground_water_electricity_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_heatpump_ground_water_electricity_share_present,%,,,
households_space_heater_crude_oil_share_both,0.0,100.0,0.0,heating_households_both,0.1,households_space_heater_crude_oil_share_both,%,,,
households_space_heater_heatpump_air_water_electricity_share_present,0.0,100.0,0.0,heating_households_present,0.1,households_space_heater_heatpump_air_water_electricity_share_present,%,,,
households_water_heater_combined_network_gas_share_both,0.0,100.0,86.33490855271484,hot_water_households_both,0.1,households_water_heater_combined_network_gas_share_both,%,,,
households_water_heater_crude_oil_share_present,0.0,100.0,0.0,hot_water_households_present,0.1,households_water_heater_crude_oil_share_present,%,,,
households_water_heater_network_gas_share_both,0.0,100.0,2.6779809597369884,hot_water_households_both,0.1,households_water_heater_network_gas_share_both,%,,,
households_water_heater_wood_pellets_share_present,0.0,100.0,0.0,hot_water_households_present,0.1,households_water_heater_wood_pellets_share_present,%,,,
households_water_heater_heatpump_air_water_electricity_share_both,0.0,100.0,0.0,hot_water_households_both,0.1,households_water_heater_heatpump_air_water_electricity_share_both,%,,,
households_water_heater_hybrid_heatpump_air_water_electricity_share_both,0.0,100.0,0.0,hot_water_households_both,0.1,households_water_heater_hybrid_heatpump_air_water_electricity_share_both,%,,,
households_water_heater_district_heating_steam_hot_water_share_present,0.0,100.0,2.2260006464752853,hot_water_households_present,0.1,households_water_heater_district_heating_steam_hot_water_share_present,%,,,
households_water_heater_crude_oil_share_both,0.0,100.0,0.0,hot_water_households_both,0.1,households_water_heater_crude_oil_share_both,%,,,
households_water_heater_district_heating_steam_hot_water_share_both,0.0,100.0,2.2260006464752853,hot_water_households_both,0.1,households_water_heater_district_heating_steam_hot_water_share_both,%,,,
households_water_heater_heatpump_air_water_electricity_share_present,0.0,100.0,0.0,hot_water_households_present,0.1,households_water_heater_heatpump_air_water_electricity_share_present,%,,,
households_water_heater_combined_network_gas_share_present,0.0,100.0,86.33490855271484,hot_water_households_present,0.1,households_water_heater_combined_network_gas_share_present,%,,,
households_water_heater_coal_share_both,0.0,100.0,0.0,hot_water_households_both,0.1,households_water_heater_coal_share_both,%,,,
households_water_heater_resistive_electricity_share_present,0.0,100.0,6.491116909980342,hot_water_households_present,0.1,households_water_heater_resistive_electricity_share_present,%,,,
households_water_heater_resistive_electricity_share_both,0.0,100.0,6.491116909980342,hot_water_households_both,0.1,households_water_heater_resistive_electricity_share_both,%,,,
households_water_heater_heatpump_ground_water_electricity_share_present,0.0,100.0,1.1387924403474294,hot_water_households_present,0.1,households_water_heater_heatpump_ground_water_electricity_share_present,%,,,
households_water_heater_hybrid_heatpump_air_water_electricity_share_present,0.0,100.0,0.0,hot_water_households_present,0.1,households_water_heater_hybrid_heatpump_air_water_electricity_share_present,%,,,
households_water_heater_wood_pellets_share_both,0.0,100.0,0.0,hot_water_households_both,0.1,households_water_heater_wood_pellets_share_both,%,,,
households_water_heater_network_gas_share_present,0.0,100.0,2.6779809597369884,hot_water_households_present,0.1,households_water_heater_network_gas_share_present,%,,,
households_water_heater_heatpump_ground_water_electricity_share_both,0.0,100.0,1.1387924403474294,hot_water_households_both,0.1,households_water_heater_heatpump_ground_water_electricity_share_both,%,,,
households_water_heater_coal_share_present,0.0,100.0,0.0,hot_water_households_present,0.1,households_water_heater_coal_share_present,%,,,
households_useful_demand_for_cooling_both,-10.0,10.0,0.0,,0.1,households_useful_demand_for_cooling_both,%,,,
households_cooling_heatpump_ground_water_electricity_share_present,0.0,100.0,8.837209301922769,cooling_households_present,0.1,households_cooling_heatpump_ground_water_electricity_share_present,%,,,
households_cooling_heatpump_air_water_electricity_share_present,0.0,100.0,0.0,cooling_households_present,0.1,households_cooling_heatpump_air_water_electricity_share_present,%,,,
households_cooling_airconditioning_electricity_share_present,0.0,100.0,91.16279069807722,cooling_households_present,0.1,households_cooling_airconditioning_electricity_share_present,%,,,
households_cooker_resistive_electricity_share_present,0.0,100.0,2.7085604964642616,cooking_present,0.1,households_cooker_resistive_electricity_share_present,%,,,
households_cooker_halogen_electricity_share_present,0.0,100.0,20.979032208977735,cooking_present,0.1,households_cooker_halogen_electricity_share_present,%,,,
households_cooker_wood_pellets_share_present,0.0,100.0,0.8404011571649316,cooking_present,0.1,households_cooker_wood_pellets_share_present,%,,,
households_cooker_network_gas_share_present,0.0,100.0,67.51868758868437,cooking_present,0.1,households_cooker_network_gas_share_present,%,,,
households_cooker_induction_electricity_share_present,0.0,100.0,7.953318548708695,cooking_present,0.1,households_cooker_induction_electricity_share_present,%,,,
households_collective_chp_biogas_share_present,0.0,100.0,0.0,district_heating_households_present,0.1,households_collective_chp_biogas_share_present,%,,,
households_collective_chp_wood_pellets_share_present,0.0,100.0,0.0,district_heating_households_present,0.1,households_collective_chp_wood_pellets_share_present,%,,,
households_collective_geothermal_share_present,0.0,100.0,0.0,district_heating_households_present,0.1,households_collective_geothermal_share_present,%,,,
households_heat_network_connection_steam_hot_water_share_present,0.0,100.0,0.0,district_heating_households_present,0.1,households_heat_network_connection_steam_hot_water_share_present,%,,,
households_collective_chp_network_gas_share_present,0.0,100.0,0.0,district_heating_households_present,0.1,households_collective_chp_network_gas_share_present,%,,,
households_number_of_inhabitants_both,0.0,0.0,0.0,,,households_number_of_inhabitants_both,#,,,
households_solar_pv_solar_radiation_market_penetration_both,0.0,100.0,3.818888533510171,,0.1,households_solar_pv_solar_radiation_market_penetration_both,%,,,
number_of_cars,0.0,0.0,0.0,,,number_of_cars,,,,
number_of_energy_power_solar_pv_solar_radiation_present,0.0,661.8095866173267,1.2045046776880688,,0.01,number_of_energy_power_solar_pv_solar_radiation_present,#,,,
number_of_cars_present,0.0,0.0,0.0,,,number_of_cars_present,,,,
number_of_cars_both,0.0,0.0,0.0,,,number_of_cars_both,,,,
buildings_useful_demand_electricity_both,-5.0,5.0,0.0,,0.1,buildings_useful_demand_electricity_both,%,,,
buildings_useful_demand_light_both,-5.0,5.0,0.0,,0.1,buildings_useful_demand_light_both,%,,,
buildings_useful_demand_cooling_both,-5.0,5.0,0.0,,0.1,buildings_useful_demand_cooling_both,%,,,
buildings_solar_pv_solar_radiation_market_penetration_both,0.0,100.0,3.205093565945222,,0.1,buildings_solar_pv_solar_radiation_market_penetration_both,%,,,
buildings_useful_demand_for_space_heating_both,-5.0,5.0,0.0,,0.1,buildings_useful_demand_for_space_heating_both,%,,,
buildings_useful_demand_appliances_both,-5.0,5.0,0.0,,0.1,buildings_useful_demand_appliances_both,%,,,
buildings_lighting_standard_fluorescent_electricity_share_present,0.0,100.0,91.20679199514858,lighting_buildings_present,0.1,buildings_lighting_standard_fluorescent_electricity_share_present,%,,,
buildings_lighting_led_electricity_share_present,0.0,100.0,2.72892662219527,lighting_buildings_present,0.1,buildings_lighting_led_electricity_share_present,%,,,
buildings_lighting_efficient_fluorescent_electricity_share_present,0.0,100.0,6.064281382656156,lighting_buildings_present,0.1,buildings_lighting_efficient_fluorescent_electricity_share_present,%,,,
buildings_space_heater_coal_share_present,0.0,100.0,0.0,heating_buildings_present,0.1,buildings_space_heater_coal_share_present,%,,,
buildings_space_heater_district_heating_steam_hot_water_share_present,0.0,100.0,7.673444537483028,heating_buildings_present,0.1,buildings_space_heater_district_heating_steam_hot_water_share_present,%,,,
buildings_space_heater_wood_pellets_share_present,0.0,100.0,11.092683626564716,heating_buildings_present,0.1,buildings_space_heater_wood_pellets_share_present,%,,,
buildings_space_heater_electricity_share_present,0.0,100.0,0.0,heating_buildings_present,0.1,buildings_space_heater_electricity_share_present,%,,,
buildings_space_heater_heatpump_air_water_network_gas_share_present,0.0,100.0,0.0,heating_buildings_present,0.1,buildings_space_heater_heatpump_air_water_network_gas_share_present,%,,,
buildings_space_heater_collective_heatpump_water_water_ts_electricity_share_present,0.0,100.0,2.1216951856159105,heating_buildings_present,0.1,buildings_space_heater_collective_heatpump_water_water_ts_electricity_share_present,%,,,
buildings_space_heater_network_gas_share_present,0.0,100.0,79.11217665033634,heating_buildings_present,0.1,buildings_space_heater_network_gas_share_present,%,,,
buildings_space_heater_crude_oil_share_present,0.0,100.0,0.0,heating_buildings_present,0.1,buildings_space_heater_crude_oil_share_present,%,,,
buildings_appliances_coal_share_both,0.0,100.0,0.0,buildings_appliances_both,0.1,buildings_appliances_coal_share_both,%,,,
buildings_appliances_wood_pellets_share_both,0.0,100.0,0.0,buildings_appliances_both,0.1,buildings_appliances_wood_pellets_share_both,%,,,
buildings_appliances_network_gas_share_both,0.0,100.0,0.0,buildings_appliances_both,0.1,buildings_appliances_network_gas_share_both,%,,,
buildings_appliances_crude_oil_share_both,0.0,100.0,0.0,buildings_appliances_both,0.1,buildings_appliances_crude_oil_share_both,%,,,
buildings_appliances_electricity_share_both,0.0,100.0,100.0,buildings_appliances_both,0.1,buildings_appliances_electricity_share_both,%,,,
buildings_collective_geothermal_share_present,0.0,100.0,0.0,district_heating_buildings_present,0.1,buildings_collective_geothermal_share_present,%,,,
buildings_heat_network_connection_steam_hot_water_share_present,0.0,100.0,0.0,district_heating_buildings_present,0.1,buildings_heat_network_connection_steam_hot_water_share_present,%,,,
buildings_collective_chp_network_gas_share_present,0.0,100.0,0.0,district_heating_buildings_present,0.1,buildings_collective_chp_network_gas_share_present,%,,,
buildings_collective_chp_wood_pellets_share_present,0.0,100.0,0.0,district_heating_buildings_present,0.1,buildings_collective_chp_wood_pellets_share_present,%,,,
buildings_chp_engine_biogas_share_present,0.0,100.0,0.0,district_heating_buildings_present,0.1,buildings_chp_engine_biogas_share_present,%,,,
buildings_cooling_heatpump_air_water_network_gas_share_present,0.0,100.0,0.0,cooling_buildings_present,0.1,buildings_cooling_heatpump_air_water_network_gas_share_present,%,,,
buildings_cooling_collective_heatpump_water_water_ts_electricity_share_present,0.0,100.0,4.597949217668607,cooling_buildings_present,0.1,buildings_cooling_collective_heatpump_water_water_ts_electricity_share_present,%,,,
buildings_cooling_airconditioning_share_present,0.0,100.0,95.40205078233139,cooling_buildings_present,0.1,buildings_cooling_airconditioning_share_present,%,,,
